"date","borough","case_count","hosp_count","death_count","vx_fully","vx_plus1","vx_additional","vx_fully_perc","vx_plus1_perc","vx_additional_perc","population","percent","case_count_perc","hosp_count_perc","death_count_perc"
2020-10-06,"Staten Island",29,1,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00584975804190444,0.000201715794548429,0
2020-10-07,"Bronx",75,9,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00509284597739863,0.000611141517287835,6.79046130319817e-05
2020-10-07,"Brooklyn",223,22,1,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00815036435418048,0.000804071819694935,3.65487190770425e-05
2020-10-07,"Manhattan",74,5,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00436771174991191,0.000295115658777832,5.90231317555663e-05
2020-10-07,"Queens",132,10,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00548750677623943,0.000415720210321169,4.15720210321169e-05
2020-10-07,"Staten Island",37,0,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00746348439829187,0,0
2020-10-08,"Bronx",83,8,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00563608288165448,0.000543236904255854,0
2020-10-08,"Brooklyn",217,20,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00793107203971822,0.00073097438154085,0.000109646157231128
2020-10-08,"Manhattan",80,7,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00472185054044531,0.000413161922288964,0
2020-10-08,"Queens",112,8,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00465606635559709,0.000332576168256935,8.31440420642338e-05
2020-10-08,"Staten Island",33,4,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00665662122009815,0.000806863178193716,0
2020-10-09,"Bronx",92,6,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00624722439894232,0.00040742767819189,6.79046130319817e-05
2020-10-09,"Brooklyn",184,29,0,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00672496431017582,0.00105991285323423,0
2020-10-09,"Manhattan",74,4,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00436771174991191,0.000236092527022265,0
2020-10-09,"Queens",143,13,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00594479900759271,0.000540436273417519,4.15720210321169e-05
2020-10-09,"Staten Island",31,3,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0062531896310013,0.000605147383645287,0
2020-10-10,"Bronx",36,3,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00244456606915134,0.000203713839095945,6.79046130319817e-05
2020-10-10,"Brooklyn",96,18,0,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00350867703139608,0.000657876943386765,0
2020-10-10,"Manhattan",46,5,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00271506406075605,0.000295115658777832,0
2020-10-10,"Queens",99,7,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00411563008217957,0.000291004147224818,8.31440420642338e-05
2020-10-10,"Staten Island",36,5,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00726176860374344,0.00100857897274214,0.000201715794548429
2020-10-11,"Bronx",38,12,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0025803752952153,0.00081485535638378,0.000135809226063963
2020-10-11,"Brooklyn",115,20,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00420310269385989,0.00073097438154085,7.3097438154085e-05
2020-10-11,"Manhattan",29,5,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00171167082091142,0.000295115658777832,0.000118046263511133
2020-10-11,"Queens",85,11,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00353362178772993,0.000457292231353286,4.15720210321169e-05
2020-10-11,"Staten Island",14,1,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.002824021123678,0.000201715794548429,0
2020-10-12,"Bronx",53,3,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00359894449069503,0.000203713839095945,6.79046130319817e-05
2020-10-12,"Brooklyn",223,29,1,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00815036435418048,0.00105991285323423,3.65487190770425e-05
2020-10-12,"Manhattan",85,7,4,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00501696619922314,0.000413161922288964,0.000236092527022265
2020-10-12,"Queens",116,13,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00482235443972556,0.000540436273417519,4.15720210321169e-05
2020-10-12,"Staten Island",37,0,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00746348439829187,0,0.000201715794548429
2020-10-13,"Bronx",91,9,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00617931978591034,0.000611141517287835,0
2020-10-13,"Brooklyn",224,18,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00818691307325752,0.000657876943386765,0.000109646157231128
2020-10-13,"Manhattan",100,2,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00590231317555663,0.000118046263511133,0
2020-10-13,"Queens",128,16,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00532121869211096,0.00066515233651387,8.31440420642338e-05
2020-10-13,"Staten Island",45,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0090772107546793,0.00100857897274214,0
2020-10-14,"Bronx",89,4,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00604351055984637,0.000271618452127927,0.000135809226063963
2020-10-14,"Brooklyn",215,23,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00785797460156414,0.000840620538771978,0.000109646157231128
2020-10-14,"Manhattan",86,6,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0050759893309787,0.000354138790533398,0
2020-10-14,"Queens",159,20,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00660995134410658,0.000831440420642338,4.15720210321169e-05
2020-10-14,"Staten Island",33,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00665662122009815,0.00100857897274214,0
2020-10-15,"Bronx",91,13,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00617931978591034,0.000882759969415762,6.79046130319817e-05
2020-10-15,"Brooklyn",239,33,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00873514385941316,0.0012061077295424,7.3097438154085e-05
2020-10-15,"Manhattan",90,5,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00531208185800097,0.000295115658777832,0.000118046263511133
2020-10-15,"Queens",144,20,3,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00598637102862483,0.000831440420642338,0.000124716063096351
2020-10-15,"Staten Island",40,3,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00806863178193716,0.000605147383645287,0
2020-10-16,"Bronx",78,9,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00529655981649457,0.000611141517287835,6.79046130319817e-05
2020-10-16,"Brooklyn",163,19,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00595744120955793,0.000694425662463808,0.000109646157231128
2020-10-16,"Manhattan",91,5,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00537110498975654,0.000295115658777832,0.000118046263511133
2020-10-16,"Queens",132,12,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00548750677623943,0.000498864252385403,4.15720210321169e-05
2020-10-16,"Staten Island",38,4,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0076652001928403,0.000806863178193716,0
2020-10-17,"Bronx",64,7,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00434589523404683,0.000475332291223872,6.79046130319817e-05
2020-10-17,"Brooklyn",91,9,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00332593343601087,0.000328938471693383,0.000109646157231128
2020-10-17,"Manhattan",61,4,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00360041103708955,0.000236092527022265,0
2020-10-17,"Queens",110,9,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00457292231353286,0.000374148189289052,4.15720210321169e-05
2020-10-17,"Staten Island",39,6,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00786691598738873,0.00121029476729057,0
2020-10-18,"Bronx",45,5,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00305570758643918,0.000339523065159909,0.000135809226063963
2020-10-18,"Brooklyn",172,17,1,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00628637968125131,0.000621328224309723,3.65487190770425e-05
2020-10-18,"Manhattan",39,4,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00230190213846709,0.000236092527022265,0
2020-10-18,"Queens",123,11,0,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00511335858695038,0.000457292231353286,0
2020-10-18,"Staten Island",33,3,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00665662122009815,0.000605147383645287,0.000201715794548429
2020-10-19,"Bronx",107,10,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00726579359442204,0.000679046130319817,0
2020-10-19,"Brooklyn",204,26,6,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00745593869171667,0.000950266696003105,0.000219292314462255
2020-10-19,"Manhattan",101,11,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0059613363073122,0.00064925444931123,0
2020-10-19,"Queens",178,18,0,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0073998197437168,0.000748296378578104,0
2020-10-19,"Staten Island",36,4,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00726176860374344,0.000806863178193716,0.000201715794548429
2020-10-20,"Bronx",91,9,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00617931978591034,0.000611141517287835,0
2020-10-20,"Brooklyn",214,33,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0078214258824871,0.0012061077295424,7.3097438154085e-05
2020-10-20,"Manhattan",104,9,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0061384057025789,0.000531208185800097,0
2020-10-20,"Queens",154,19,3,NA,NA,NA,NA,NA,NA,2405464,27.3,0.006402091238946,0.000789868399610221,0.000124716063096351
2020-10-20,"Staten Island",38,4,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0076652001928403,0.000806863178193716,0
2020-10-21,"Bronx",96,10,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00651884285107024,0.000679046130319817,0
2020-10-21,"Brooklyn",203,19,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00741938997263963,0.000694425662463808,0.000109646157231128
2020-10-21,"Manhattan",118,4,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00696472954715683,0.000236092527022265,5.90231317555663e-05
2020-10-21,"Queens",188,12,0,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00781553995403797,0.000498864252385403,0
2020-10-21,"Staten Island",49,8,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00988407393287302,0.00161372635638743,0.000201715794548429
2020-10-22,"Bronx",122,9,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00828436278990177,0.000611141517287835,0
2020-10-22,"Brooklyn",242,14,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00884479001664429,0.000511682067078595,7.3097438154085e-05
2020-10-22,"Manhattan",137,10,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00808616905051259,0.000590231317555663,0
2020-10-22,"Queens",182,16,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00756610782784527,0.00066515233651387,4.15720210321169e-05
2020-10-22,"Staten Island",76,4,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0153304003856806,0.000806863178193716,0
2020-10-23,"Bronx",115,9,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0078090304986779,0.000611141517287835,6.79046130319817e-05
2020-10-23,"Brooklyn",199,24,1,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00727319509633146,0.00087716925784902,3.65487190770425e-05
2020-10-23,"Manhattan",78,6,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00460380427693417,0.000354138790533398,5.90231317555663e-05
2020-10-23,"Queens",161,18,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00669309538617082,0.000748296378578104,4.15720210321169e-05
2020-10-23,"Staten Island",48,3,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00968235813832459,0.000605147383645287,0.000201715794548429
2020-10-24,"Bronx",73,8,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00495703675133467,0.000543236904255854,0
2020-10-24,"Brooklyn",120,24,0,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0043858462892451,0.00087716925784902,0
2020-10-24,"Manhattan",58,5,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00342334164182285,0.000295115658777832,0
2020-10-24,"Queens",103,6,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00428191816630804,0.000249432126192701,4.15720210321169e-05
2020-10-24,"Staten Island",32,4,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.00645490542554973,0.000806863178193716,0
2020-10-25,"Bronx",67,8,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00454960907314277,0.000543236904255854,0.000135809226063963
2020-10-25,"Brooklyn",128,23,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00467823604186144,0.000840620538771978,0.000109646157231128
2020-10-25,"Manhattan",48,3,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00283311032426718,0.000177069395266699,0.000118046263511133
2020-10-25,"Queens",87,7,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00361676582979417,0.000291004147224818,4.15720210321169e-05
2020-10-25,"Staten Island",32,3,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.00645490542554973,0.000605147383645287,0.000201715794548429
2020-10-26,"Bronx",132,9,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00896340892022159,0.000611141517287835,0
2020-10-26,"Brooklyn",221,13,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00807726691602639,0.000475133348001553,7.3097438154085e-05
2020-10-26,"Manhattan",118,7,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00696472954715683,0.000413161922288964,5.90231317555663e-05
2020-10-26,"Queens",154,22,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.006402091238946,0.000914584462706571,4.15720210321169e-05
2020-10-26,"Staten Island",69,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0139183898238416,0.00100857897274214,0
2020-10-27,"Bronx",119,8,3,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00808064895080582,0.000543236904255854,0.000203713839095945
2020-10-27,"Brooklyn",237,25,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00866204642125907,0.000913717976926063,0.000109646157231128
2020-10-27,"Manhattan",129,4,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00761398399646806,0.000236092527022265,0.000118046263511133
2020-10-27,"Queens",180,6,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00748296378578104,0.000249432126192701,4.15720210321169e-05
2020-10-27,"Staten Island",76,3,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0153304003856806,0.000605147383645287,0
2020-10-28,"Bronx",124,8,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00842017201596573,0.000543236904255854,0
2020-10-28,"Brooklyn",231,16,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00844275410679682,0.00058477950523268,0.000109646157231128
2020-10-28,"Manhattan",135,4,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00796812278700145,0.000236092527022265,0
2020-10-28,"Queens",203,14,0,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00843912026951973,0.000582008294449636,0
2020-10-28,"Staten Island",90,3,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0181544215093586,0.000605147383645287,0.000201715794548429
2020-10-29,"Bronx",100,11,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00679046130319817,0.000746950743351799,0
2020-10-29,"Brooklyn",192,22,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00701735406279216,0.000804071819694935,7.3097438154085e-05
2020-10-29,"Manhattan",117,9,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00690570641540126,0.000531208185800097,5.90231317555663e-05
2020-10-29,"Queens",156,12,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00648523528101023,0.000498864252385403,4.15720210321169e-05
2020-10-29,"Staten Island",56,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.011296084494712,0.00100857897274214,0
2020-10-30,"Bronx",115,12,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0078090304986779,0.00081485535638378,6.79046130319817e-05
2020-10-30,"Brooklyn",192,18,4,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00701735406279216,0.000657876943386765,0.00014619487630817
2020-10-30,"Manhattan",102,6,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00602035943906777,0.000354138790533398,0.000118046263511133
2020-10-30,"Queens",168,20,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00698409953339564,0.000831440420642338,4.15720210321169e-05
2020-10-30,"Staten Island",77,6,2,NA,NA,NA,NA,NA,NA,495747,5.6,0.015532116180229,0.00121029476729057,0.000403431589096858
2020-10-31,"Bronx",65,7,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00441379984707881,0.000475332291223872,0
2020-10-31,"Brooklyn",117,18,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00427620013201397,0.000657876943386765,7.3097438154085e-05
2020-10-31,"Manhattan",52,5,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00306920285128945,0.000295115658777832,0
2020-10-31,"Queens",117,13,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00486392646075768,0.000540436273417519,8.31440420642338e-05
2020-10-31,"Staten Island",52,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0104892213165183,0.00100857897274214,0
2020-11-01,"Bronx",57,8,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00387056294282296,0.000543236904255854,0
2020-11-01,"Brooklyn",231,19,9,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00844275410679682,0.000694425662463808,0.000328938471693383
2020-11-01,"Manhattan",66,10,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00389552669586738,0.000590231317555663,0
2020-11-01,"Queens",102,11,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00424034614527592,0.000457292231353286,8.31440420642338e-05
2020-11-01,"Staten Island",45,8,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0090772107546793,0.00161372635638743,0.000201715794548429
2020-11-02,"Bronx",159,14,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0107968334720851,0.000950664582447744,6.79046130319817e-05
2020-11-02,"Brooklyn",337,22,7,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0123169183289633,0.000804071819694935,0.000255841033539298
2020-11-02,"Manhattan",144,8,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00849933097280155,0.000472185054044531,5.90231317555663e-05
2020-11-02,"Queens",220,18,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00914584462706571,0.000748296378578104,4.15720210321169e-05
2020-11-02,"Staten Island",93,3,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0187595688930039,0.000605147383645287,0
2020-11-03,"Bronx",153,11,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0103894057938932,0.000746950743351799,0.000135809226063963
2020-11-03,"Brooklyn",319,29,6,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0116590413855766,0.00105991285323423,0.000219292314462255
2020-11-03,"Manhattan",158,12,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00932565481737948,0.000708277581066796,0.000118046263511133
2020-11-03,"Queens",181,18,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00752453580681316,0.000748296378578104,8.31440420642338e-05
2020-11-03,"Staten Island",92,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0185578530984555,0.00100857897274214,0
2020-11-04,"Bronx",187,13,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0126981626369806,0.000882759969415762,0
2020-11-04,"Brooklyn",312,28,7,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0114032003520373,0.00102336413415719,0.000255841033539298
2020-11-04,"Manhattan",199,10,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0117456032193577,0.000590231317555663,0
2020-11-04,"Queens",277,12,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0115154498258964,0.000498864252385403,4.15720210321169e-05
2020-11-04,"Staten Island",138,6,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0278367796476832,0.00121029476729057,0.000201715794548429
2020-11-05,"Bronx",198,14,3,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0134451133803324,0.000950664582447744,0.000203713839095945
2020-11-05,"Brooklyn",312,28,4,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0114032003520373,0.00102336413415719,0.00014619487630817
2020-11-05,"Manhattan",212,14,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0125129039321801,0.000826323844577929,0
2020-11-05,"Queens",306,20,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0127210384358278,0.000831440420642338,8.31440420642338e-05
2020-11-05,"Staten Island",111,9,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0223904531948756,0.00181544215093586,0
2020-11-06,"Bronx",192,9,4,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0130376857021405,0.000611141517287835,0.000271618452127927
2020-11-06,"Brooklyn",238,20,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00869859514033612,0.00073097438154085,7.3097438154085e-05
2020-11-06,"Manhattan",179,14,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0105651405842464,0.000826323844577929,0
2020-11-06,"Queens",297,20,3,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0123468902465387,0.000831440420642338,0.000124716063096351
2020-11-06,"Staten Island",131,1,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0264247690858442,0.000201715794548429,0.000201715794548429
2020-11-07,"Bronx",134,16,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00909921814628555,0.00108647380851171,6.79046130319817e-05
2020-11-07,"Brooklyn",224,12,5,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00818691307325752,0.00043858462892451,0.000182743595385213
2020-11-07,"Manhattan",148,6,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00873542349982382,0.000354138790533398,0.000118046263511133
2020-11-07,"Queens",250,23,4,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0103930052580292,0.000956156483738688,0.000166288084128468
2020-11-07,"Staten Island",89,3,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0179527057148102,0.000605147383645287,0.000201715794548429
2020-11-08,"Bronx",106,11,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.00719788898139006,0.000746950743351799,0.000135809226063963
2020-11-08,"Brooklyn",224,20,3,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00818691307325752,0.00073097438154085,0.000109646157231128
2020-11-08,"Manhattan",133,7,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00785007652349032,0.000413161922288964,0
2020-11-08,"Queens",226,16,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.00939527675325841,0.00066515233651387,8.31440420642338e-05
2020-11-08,"Staten Island",99,11,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0199698636602945,0.00221887374003272,0.000201715794548429
2020-11-09,"Bronx",240,18,0,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0162971071276756,0.00122228303457567,0
2020-11-09,"Brooklyn",418,28,1,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0152773645742038,0.00102336413415719,3.65487190770425e-05
2020-11-09,"Manhattan",268,8,0,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0158181993104918,0.000472185054044531,0
2020-11-09,"Queens",417,21,4,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0173355327703927,0.000873012441674455,0.000166288084128468
2020-11-09,"Staten Island",202,5,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0407465904987826,0.00100857897274214,0
2020-11-10,"Bronx",274,19,2,NA,NA,NA,NA,NA,NA,1472654,16.7,0.018605863970763,0.00129018764760765,0.000135809226063963
2020-11-10,"Brooklyn",459,30,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0167758620563625,0.00109646157231128,7.3097438154085e-05
2020-11-10,"Manhattan",311,9,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0183561939759811,0.000531208185800097,0.000118046263511133
2020-11-10,"Queens",409,22,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0170029566021358,0.000914584462706571,4.15720210321169e-05
2020-11-10,"Staten Island",146,9,0,NA,NA,NA,NA,NA,NA,495747,5.6,0.0294505060040706,0.00181544215093586,0
2020-11-11,"Bronx",239,23,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0162292025146436,0.00156180609973558,6.79046130319817e-05
2020-11-11,"Brooklyn",394,13,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0144001953163547,0.000475133348001553,7.3097438154085e-05
2020-11-11,"Manhattan",290,17,3,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0171167082091142,0.00100339323984463,0.000177069395266699
2020-11-11,"Queens",448,29,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0186242654223884,0.00120558860993139,8.31440420642338e-05
2020-11-11,"Staten Island",169,18,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0340899692786845,0.00363088430187172,0.000201715794548429
2020-11-12,"Bronx",248,19,4,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0168403440319315,0.00129018764760765,0.000271618452127927
2020-11-12,"Brooklyn",383,21,6,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0139981594065073,0.000767523100617893,0.000219292314462255
2020-11-12,"Manhattan",300,10,2,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0177069395266699,0.000590231317555663,0.000118046263511133
2020-11-12,"Queens",406,19,2,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0168782405390395,0.000789868399610221,8.31440420642338e-05
2020-11-12,"Staten Island",164,11,2,NA,NA,NA,NA,NA,NA,495747,5.6,0.0330813903059424,0.00221887374003272,0.000403431589096858
2020-11-13,"Bronx",272,20,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.018470054744699,0.00135809226063963,6.79046130319817e-05
2020-11-13,"Brooklyn",356,32,2,NA,NA,NA,NA,NA,NA,2736074,31.1,0.0130113439914271,0.00116955901046536,7.3097438154085e-05
2020-11-13,"Manhattan",263,9,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.0155230836517139,0.000531208185800097,5.90231317555663e-05
2020-11-13,"Queens",430,20,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0178759690438103,0.000831440420642338,4.15720210321169e-05
2020-11-13,"Staten Island",173,12,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0348968324568782,0.00242058953458115,0.000201715794548429
2020-11-14,"Bronx",193,25,1,NA,NA,NA,NA,NA,NA,1472654,16.7,0.0131055903151725,0.00169761532579954,6.79046130319817e-05
2020-11-14,"Brooklyn",238,32,5,NA,NA,NA,NA,NA,NA,2736074,31.1,0.00869859514033612,0.00116955901046536,0.000182743595385213
2020-11-14,"Manhattan",159,11,1,NA,NA,NA,NA,NA,NA,1694251,19.2,0.00938467794913505,0.00064925444931123,5.90231317555663e-05
2020-11-14,"Queens",324,23,1,NA,NA,NA,NA,NA,NA,2405464,27.3,0.0134693348144059,0.000956156483738688,4.15720210321169e-05
2020-11-14,"Staten Island",111,11,1,NA,NA,NA,NA,NA,NA,495747,5.6,0.0223904531948756,0.00221887374003272,0.000201715794548429
